"CBSA","CBSA.Code","Year","Days.with.AQI","Good.Days","Moderate.Days","Unhealthy.for.Sensitive.Groups.Days","Unhealthy.Days","Very.Unhealthy.Days","Hazardous.Days","Max.AQI","X90th.Percentile.AQI","Median.AQI","Days.CO","Days.NO2","Days.Ozone","Days.PM2.5","Days.PM10"
"Kahului-Wailuku-Lahaina, HI",27980,2020,349,347,2,0,0,0,0,56,23,15,0,0,0,349,0
"Kalamazoo-Portage, MI",28020,2020,323,269,48,6,0,0,0,115,58,38,0,0,224,99,0
"Kalispell, MT",28060,2020,366,317,41,3,5,0,0,190,56,35,0,0,249,82,35
"Kansas City, MO-KS",28140,2020,366,208,153,4,1,0,0,157,71,48,0,4,122,200,40
"Kapaa, HI",28180,2020,365,365,0,0,0,0,0,41,25,11,0,85,0,280,0
"Keene, NH",28300,2020,366,339,27,0,0,0,0,75,47,35,0,0,250,116,0
"Kennewick-Richland, WA",28420,2020,366,317,37,3,3,1,5,908,54,33,0,0,114,182,70
"Killeen-Temple, TX",28660,2020,366,293,72,1,0,0,0,135,61,40,0,0,251,115,0
"Kingsport-Bristol-Bristol, TN-VA",28700,2020,366,349,17,0,0,0,0,80,48,35,0,0,216,150,0
"Kingsville, TX",28780,2020,330,240,84,4,2,0,0,168,66,35,0,0,0,330,0
"Kinston, NC",28820,2020,296,290,6,0,0,0,0,58,45,32,0,0,238,0,58
"Klamath Falls, OR",28900,2020,366,210,110,23,20,1,2,679,124,41,0,0,0,357,9
"Knoxville, TN",28940,2020,366,280,86,0,0,0,0,97,58,41,0,0,232,134,0
"Kokomo, IN",29020,2020,366,319,46,1,0,0,0,108,53,38,0,0,257,109,0
"La Crosse-Onalaska, WI-MN",29100,2020,364,304,60,0,0,0,0,93,54,37,0,0,168,196,0
"La Grande, OR",29260,2020,366,330,27,1,5,3,0,288,48,20,0,0,0,362,4
"Laconia, NH",29060,2020,359,353,6,0,0,0,0,61,43,30,0,0,200,159,0
"Lafayette, LA",29180,2020,365,274,90,1,0,0,0,120,61,41,0,0,202,163,0
"Lafayette-West Lafayette, IN",29200,2020,366,263,103,0,0,0,0,100,57,43,0,0,147,219,0
"Lake Charles, LA",29340,2020,349,258,90,1,0,0,0,116,61,41,0,2,167,180,0
"Lake City, FL",29380,2020,311,255,53,1,2,0,0,158,56,36,0,0,94,217,0
"Lake Havasu City-Kingman, AZ",29420,2020,358,349,8,1,0,0,0,116,34,18,0,0,0,25,333
"Lakeland-Winter Haven, FL",29460,2020,365,311,54,0,0,0,0,87,54,37,0,0,198,165,2
"Lancaster, PA",29540,2020,366,258,103,4,1,0,0,153,62,43,0,0,170,193,3
"Lansing-East Lansing, MI",29620,2020,366,328,37,0,1,0,0,151,51,34,0,10,282,74,0
"Laramie, WY",29660,2020,366,253,104,7,2,0,0,177,71,46,0,0,288,9,69
"Laredo, TX",29700,2020,366,268,95,2,1,0,0,160,65,41,0,0,179,185,2
"Las Cruces, NM",29740,2020,366,168,177,15,3,1,2,400,88,53,0,7,237,39,83
"Las Vegas-Henderson-Paradise, NV",29820,2020,366,108,233,22,3,0,0,174,93,61,0,17,214,123,12
"Lawrenceburg, TN",29980,2020,359,347,12,0,0,0,0,72,37,20,0,0,0,359,0
"Lawton, OK",30020,2020,366,306,59,1,0,0,0,107,58,40,0,0,233,133,0
"Lebanon, PA",30140,2020,170,144,25,1,0,0,0,115,55,30,0,0,2,168,0
"Lewiston, ID-WA",30300,2020,366,270,84,5,3,3,1,363,63,30,0,0,0,366,0
"Lewiston-Auburn, ME",30340,2020,360,344,16,0,0,0,0,66,44,29,0,0,191,164,5
"Lexington-Fayette, KY",30460,2020,366,324,42,0,0,0,0,84,52,39,0,11,183,172,0
"Lima, OH",30620,2020,360,318,41,1,0,0,0,105,52,36,0,0,225,135,0
"Lincoln, NE",30700,2020,282,272,10,0,0,0,0,74,45,33,0,0,217,65,0
"Little Rock-North Little Rock-Conway, AR",30780,2020,366,275,89,2,0,0,0,132,59,42,0,6,155,205,0
"Logan, UT-ID",30860,2020,366,252,105,5,4,0,0,159,71,44,0,0,213,132,21
"Longview, TX",30980,2020,363,357,6,0,0,0,0,74,44,31,0,10,353,0,0
"Longview, WA",31020,2020,366,348,9,1,5,3,0,257,38,16,0,0,0,366,0
"Los Alamos, NM",31060,2020,117,116,1,0,0,0,0,53,19,10,0,0,0,117,0
"Los Angeles-Long Beach-Anaheim, CA",31080,2020,366,60,164,79,47,16,0,235,166,84,0,23,210,128,5
"Louisville/Jefferson County, KY-IN",31140,2020,366,233,126,7,0,0,0,143,63,46,0,10,157,199,0
"Lubbock, TX",31180,2020,352,329,23,0,0,0,0,81,40,20,0,0,0,352,0
"Ludington, MI",31220,2020,251,229,20,1,1,0,0,159,49,37,0,0,251,0,0
"Lynchburg, VA",31340,2020,110,109,1,0,0,0,0,54,38,21,0,0,0,110,0
"Macon, GA",31420,2020,366,323,43,0,0,0,0,97,52,35,0,0,128,238,0
"Madera, CA",31460,2020,366,137,176,34,17,2,0,250,113,61,0,0,192,149,25
"Madison, WI",31540,2020,366,284,77,5,0,0,0,115,59,40,0,0,153,213,0
"Manchester-Nashua, NH",31700,2020,366,358,8,0,0,0,0,90,45,36,0,0,355,11,0
"Manitowoc, WI",31820,2020,192,169,19,4,0,0,0,136,58,36,0,0,192,0,0
"Marietta, OH",31930,2020,245,233,11,1,0,0,0,108,48,38,0,0,245,0,0
"Marshall, MN",32140,2020,360,330,30,0,0,0,0,80,48,32,0,0,196,164,0
"Marshall, TX",32220,2020,363,322,41,0,0,0,0,100,51,35,0,0,206,157,0
"Mason City, IA",32380,2020,122,120,2,0,0,0,0,60,37,18,0,0,0,0,122
"Mayaguez, PR",32420,2020,319,287,28,1,1,1,1,396,52,20,0,0,145,174,0
"McAlester, OK",32540,2020,366,303,62,1,0,0,0,141,56,39,0,0,206,160,0
"McAllen-Edinburg-Mission, TX",32580,2020,366,270,91,3,2,0,0,155,65,37,0,0,130,234,2
"Medford, OR",32780,2020,366,262,89,2,5,4,4,517,70,40,0,0,122,244,0
"Memphis, TN-MS-AR",32820,2020,366,248,114,3,1,0,0,152,63,45,0,4,156,206,0
"Merced, CA",32900,2020,366,171,163,17,15,0,0,183,95,53,0,0,192,173,1
"Meridian, MS",32940,2020,252,252,0,0,0,0,0,50,42,31,0,0,252,0,0
"Miami, OK",33060,2020,352,271,79,1,1,0,0,154,60,37,0,0,72,252,28
"Miami-Fort Lauderdale-West Palm Beach, FL",33100,2020,366,262,102,2,0,0,0,142,62,43,0,3,132,220,11
"Michigan City-La Porte, IN",33140,2020,366,310,49,6,1,0,0,154,61,37,0,0,324,42,0
"Middlesborough, KY",33180,2020,263,256,7,0,0,0,0,71,46,33,0,0,232,31,0
"Milwaukee-Waukesha-West Allis, WI",33340,2020,366,253,106,6,1,0,0,169,70,41,0,12,190,164,0
"Minneapolis-St. Paul-Bloomington, MN-WI",33460,2020,366,260,103,2,1,0,0,160,62,44,0,4,144,155,63
"Minot, ND",33500,2020,366,357,9,0,0,0,0,69,43,33,0,1,311,54,0
"Missoula, MT",33540,2020,366,210,137,13,6,0,0,176,83,47,0,0,148,218,0
"Mobile, AL",33660,2020,348,256,92,0,0,0,0,75,58,42,0,0,114,234,0
"Modesto, CA",33700,2020,366,156,173,21,16,0,0,189,102,55,0,1,195,150,20
"Monroe, LA",33740,2020,362,343,18,1,0,0,0,111,45,32,0,0,311,51,0
"Monroe, MI",33780,2020,61,58,3,0,0,0,0,66,40,17,0,0,0,0,61
"Montgomery, AL",33860,2020,361,162,197,2,0,0,0,116,66,52,0,0,36,325,0
"Morehead City, NC",33980,2020,362,359,3,0,0,0,0,61,43,34,0,0,362,0,0
"Morgantown, WV",34060,2020,274,260,14,0,0,0,0,90,47,37,0,0,225,49,0
"Morristown, TN",34100,2020,240,232,8,0,0,0,0,74,48,37,0,0,240,0,0
"Moscow, ID",34140,2020,361,335,19,0,4,2,1,333,41,16,0,0,0,361,0
"Moses Lake, WA",34180,2020,366,346,10,2,4,4,0,283,39,16,0,0,0,366,0
"Mount Vernon, IL",34500,2020,353,275,77,1,0,0,0,118,56,40,0,0,154,199,0
"Mount Vernon, OH",34540,2020,245,226,19,0,0,0,0,80,49,38,0,0,245,0,0
"Mount Vernon-Anacortes, WA",34580,2020,272,269,3,0,0,0,0,52,31,16,0,0,17,255,0
"Muncie, IN",34620,2020,365,330,35,0,0,0,0,97,50,35,0,0,315,50,0
"Muscatine, IA",34700,2020,366,309,56,1,0,0,0,124,54,30,0,0,0,359,7
"Muskegon, MI",34740,2020,248,210,32,6,0,0,0,143,64,37,0,0,248,0,0
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",34820,2020,214,214,0,0,0,0,0,50,44,32,0,0,214,0,0
"Napa, CA",34900,2020,365,298,52,7,8,0,0,199,62,36,3,0,227,135,0
"Naples-Immokalee-Marco Island, FL",34940,2020,364,316,48,0,0,0,0,85,54,36,0,0,178,186,0
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2020,366,274,90,2,0,0,0,121,60,43,0,18,146,202,0
"New Castle, IN",35220,2020,118,105,13,0,0,0,0,63,51,29,0,0,0,118,0
"New Castle, PA",35260,2020,363,354,9,0,0,0,0,93,43,31,0,0,363,0,0
"New Haven-Milford, CT",35300,2020,366,266,87,11,2,0,0,174,77,42,1,15,211,135,4
"New Orleans-Metairie, LA",35380,2020,366,267,99,0,0,0,0,90,61,42,0,2,210,154,0
"New York-Newark-Jersey City, NY-NJ-PA",35620,2020,366,222,133,11,0,0,0,140,80,47,0,39,162,165,0
"Niles-Benton Harbor, MI",35660,2020,258,217,34,7,0,0,0,150,61,38,0,0,258,0,0
"Nogales, AZ",35700,2020,360,233,122,4,1,0,0,165,69,34,0,0,0,191,169
"North Port-Sarasota-Bradenton, FL",35840,2020,366,307,59,0,0,0,0,97,55,38,0,0,213,153,0
"Norwich-New London, CT",35980,2020,365,310,51,3,1,0,0,172,58,37,0,0,186,178,1
"Ocala, FL",36100,2020,366,300,66,0,0,0,0,100,55,39,0,0,169,197,0
"Odessa, TX",36220,2020,346,311,35,0,0,0,0,95,51,27,0,0,0,346,0
"Ogden-Clearfield, UT",36260,2020,366,216,134,15,1,0,0,155,84,46,0,29,237,98,2
"Oklahoma City, OK",36420,2020,366,225,136,5,0,0,0,121,69,46,0,7,165,192,2
"Olympia-Tumwater, WA",36500,2020,366,340,19,0,4,3,0,217,44,25,0,0,126,240,0
"Omaha-Council Bluffs, NE-IA",36540,2020,366,289,75,1,1,0,0,156,57,40,0,0,162,179,25
"Orlando-Kissimmee-Sanford, FL",36740,2020,366,325,41,0,0,0,0,93,51,38,0,0,264,100,2
"Othello, WA",36830,2020,364,354,2,0,6,2,0,241,33,13,0,0,0,364,0
"Owensboro, KY",36980,2020,366,308,57,1,0,0,0,105,54,39,0,3,188,175,0
"Oxford, NC",37080,2020,238,237,1,0,0,0,0,51,46,36,0,0,238,0,0
"Oxnard-Thousand Oaks-Ventura, CA",37100,2020,366,225,115,21,5,0,0,174,90,47,0,0,299,58,9
"Paducah, KY-IL",37140,2020,366,298,66,2,0,0,0,111,58,40,0,5,168,193,0
"Pahrump, NV",37220,2020,366,343,20,1,2,0,0,200,40,21,0,0,0,0,366
"Palatka, FL",37260,2020,366,365,1,0,0,0,0,67,27,14,0,0,0,0,366
"Palm Bay-Melbourne-Titusville, FL",37340,2020,366,324,42,0,0,0,0,84,52,39,0,0,245,121,0
"Panama City, FL",37460,2020,363,281,80,2,0,0,0,146,58,40,0,0,162,201,0
"Parkersburg-Vienna, WV",37620,2020,283,264,19,0,0,0,0,80,47,35,0,0,227,56,0
"Payson, AZ",37740,2020,366,256,99,8,3,0,0,174,74,44,0,0,338,1,27
"Pensacola-Ferry Pass-Brent, FL",37860,2020,366,260,106,0,0,0,0,84,59,44,0,0,162,204,0
"Peoria, IL",37900,2020,364,301,62,1,0,0,0,115,57,40,0,0,210,154,0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,2020,366,206,152,8,0,0,0,143,71,48,0,14,128,224,0
"Phoenix-Mesa-Scottsdale, AZ",38060,2020,366,11,125,85,69,74,2,1124,216,119,0,0,225,61,80
"Pierre, SD",38180,2020,355,345,10,0,0,0,0,76,30,14,0,0,0,355,0
"Pittsburgh, PA",38300,2020,366,200,154,12,0,0,0,142,79,49,0,1,150,213,2
"Pittsfield, MA",38340,2020,366,327,39,0,0,0,0,94,52,36,0,0,242,124,0
"Platteville, WI",38420,2020,361,305,56,0,0,0,0,82,55,30,0,0,0,361,0
"Pocatello, ID",38540,2020,362,301,55,2,4,0,0,161,58,37,0,0,140,136,86
"Ponca City, OK",38620,2020,366,266,98,2,0,0,0,113,58,42,0,0,86,280,0
"Ponce, PR",38660,2020,360,324,36,0,0,0,0,81,51,22,36,0,0,40,284
"Port Angeles, WA",38820,2020,366,335,24,1,1,4,1,309,47,33,0,0,229,137,0
"Port St. Lucie, FL",38940,2020,366,318,48,0,0,0,0,95,52,38,0,0,218,148,0
"Portland-South Portland, ME",38860,2020,366,319,47,0,0,0,0,97,54,39,0,12,251,102,1
"Portland-Vancouver-Hillsboro, OR-WA",38900,2020,366,286,66,6,0,3,5,509,64,37,0,2,218,146,0
"Portsmouth, OH",39020,2020,366,361,5,0,0,0,0,92,31,14,0,0,0,96,270
"Prescott, AZ",39140,2020,331,265,65,1,0,0,0,119,61,45,0,0,331,0,0
"Price, UT",39220,2020,350,308,42,0,0,0,0,93,51,43,0,2,348,0,0
"Prineville, OR",39260,2020,365,297,61,0,2,2,3,561,60,21,0,0,0,365,0
"Providence-Warwick, RI-MA",39300,2020,366,278,84,3,1,0,0,154,61,43,0,4,211,151,0
"Provo-Orem, UT",39340,2020,366,237,124,5,0,0,0,150,77,45,0,9,254,101,2
"Pueblo, CO",39380,2020,96,91,5,0,0,0,0,63,45,19,0,0,0,49,47
"Pullman, WA",39420,2020,366,352,6,1,6,1,0,212,35,15,0,0,0,366,0
"Quincy, IL-MO",39500,2020,244,220,24,0,0,0,0,84,50,38,0,0,244,0,0
"Racine, WI",39540,2020,199,162,29,7,1,0,0,172,67,38,0,0,199,0,0
"Raleigh, NC",39580,2020,365,283,81,1,0,0,0,101,56,40,1,2,171,191,0
"Rapid City, SD",39660,2020,366,268,96,2,0,0,0,119,67,44,0,1,259,39,67
"Reading, PA",39740,2020,362,280,81,1,0,0,0,102,58,40,0,0,223,139,0
"Red Bluff, CA",39780,2020,366,249,84,12,21,0,0,196,93,43,0,0,244,122,0
"Red Wing, MN",39860,2020,210,201,9,0,0,0,0,87,46,35,0,0,210,0,0
"Redding, CA",39820,2020,366,295,63,6,2,0,0,166,64,41,0,0,336,30,0
"Reno, NV",39900,2020,366,239,103,11,11,2,0,240,85,46,0,4,259,96,7
"Richmond, VA",40060,2020,366,329,37,0,0,0,0,77,51,38,0,17,213,136,0
"Riverside-San Bernardino-Ontario, CA",40140,2020,366,37,153,82,72,20,2,576,187,98,0,10,216,104,36
"Riverton, WY",40180,2020,366,296,64,5,1,0,0,158,58,45,0,0,332,30,4
"Roanoke Rapids, NC",40260,2020,360,346,14,0,0,0,0,88,42,22,0,41,0,319,0
"Roanoke, VA",40220,2020,366,338,28,0,0,0,0,69,49,35,0,9,179,178,0
"Rochester, MN",40340,2020,366,325,40,1,0,0,0,111,52,35,0,0,225,141,0
"Rochester, NY",40380,2020,366,320,46,0,0,0,0,80,53,37,0,0,257,109,0
"Rock Springs, WY",40540,2020,366,238,116,7,4,0,1,1250,76,46,0,5,253,7,101
"Rockford, IL",40420,2020,366,284,81,1,0,0,0,101,61,39,0,0,144,222,0
"Rockland, ME",40500,2020,148,142,6,0,0,0,0,71,45,31,0,0,148,0,0
"Rocky Mount, NC",40580,2020,336,319,17,0,0,0,0,94,46,32,0,0,182,154,0
"Rome, GA",40660,2020,326,283,43,0,0,0,0,80,53,31,0,0,0,326,0
"Roseburg, OR",40700,2020,366,313,43,1,1,2,6,518,57,22,0,0,0,366,0
"Roswell, NM",40740,2020,119,116,3,0,0,0,0,75,37,17,0,0,0,119,0
"Ruidoso, NM",40760,2020,115,114,1,0,0,0,0,51,28,11,0,0,0,115,0
"Rutland, VT",40860,2020,366,329,37,0,0,0,0,96,51,37,0,0,250,116,0
"Sacramento--Roseville--Arden-Arcade, CA",40900,2020,366,132,184,23,24,3,0,222,123,60,0,0,201,156,9
"Salem, OH",41400,2020,48,48,0,0,0,0,0,31,20,10,0,0,0,0,48
"Salem, OR",41420,2020,365,302,52,1,1,0,9,641,58,32,0,0,131,234,0
"Salinas, CA",41500,2020,366,299,52,4,9,2,0,250,63,36,0,0,223,106,37
"Salisbury, MD-DE",41540,2020,366,329,37,0,0,0,0,87,51,38,0,0,277,89,0
"Salt Lake City, UT",41620,2020,366,186,159,19,2,0,0,194,88,50,0,48,188,127,3
"San Antonio-New Braunfels, TX",41700,2020,366,198,158,9,1,0,0,158,77,49,0,1,178,186,1
"San Diego-Carlsbad, CA",41740,2020,366,60,257,35,14,0,0,192,108,71,0,2,118,243,3
"San Francisco-Oakland-Hayward, CA",41860,2020,366,225,119,9,12,1,0,218,83,45,0,14,155,197,0
"San Jose-Sunnyvale-Santa Clara, CA",41940,2020,366,227,117,11,11,0,0,186,80,45,0,4,190,168,4
"San Juan-Carolina-Caguas, PR",41980,2020,366,302,46,10,7,0,1,336,61,27,63,36,101,127,39
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",42020,2020,366,211,124,21,8,2,0,292,90,48,0,0,250,96,20
"Sandpoint, ID",41760,2020,365,325,30,5,5,0,0,190,52,25,0,0,0,308,57
"Santa Cruz-Watsonville, CA",42100,2020,366,304,42,6,10,2,2,426,64,34,0,0,207,159,0
"Santa Fe, NM",42140,2020,366,297,68,1,0,0,0,101,58,44,0,0,349,17,0
"Santa Maria-Santa Barbara, CA",42200,2020,366,273,80,9,4,0,0,168,66,42,0,0,247,113,6
"Santa Rosa, CA",42220,2020,366,319,40,1,6,0,0,187,53,33,0,1,215,139,11
"Savannah, GA",42340,2020,365,313,51,1,0,0,0,131,53,37,0,0,111,254,0
"Sayre, PA",42380,2020,358,337,21,0,0,0,0,81,48,37,0,0,269,89,0
"Scottsbluff, NE",42420,2020,278,224,52,2,0,0,0,122,55,27,0,0,0,278,0
"Scranton--Wilkes-Barre--Hazleton, PA",42540,2020,366,328,38,0,0,0,0,81,51,38,0,26,247,93,0
"Seattle-Tacoma-Bellevue, WA",42660,2020,366,267,85,5,4,5,0,275,72,43,0,17,199,150,0
"Sebastian-Vero Beach, FL",42680,2020,338,323,15,0,0,0,0,87,47,37,0,0,338,0,0
"Sebring, FL",42700,2020,358,345,13,0,0,0,0,74,44,31,0,0,358,0,0
"Sevierville, TN",42940,2020,363,336,26,1,0,0,0,105,49,40,0,0,363,0,0
"Sheboygan, WI",43100,2020,207,170,31,4,2,0,0,159,74,39,0,0,207,0,0
"Shelton, WA",43220,2020,357,330,18,2,2,4,1,324,41,18,0,0,0,357,0
"Sheridan, WY",43260,2020,366,344,22,0,0,0,0,100,47,39,0,0,342,22,2
"Show Low, AZ",43320,2020,366,317,47,2,0,0,0,136,54,43,0,0,360,3,3
"Shreveport-Bossier City, LA",43340,2020,366,295,70,1,0,0,0,126,55,38,0,0,194,168,4
"Sierra Vista-Douglas, AZ",43420,2020,366,274,90,2,0,0,0,108,61,45,0,0,303,2,61
"Sioux City, IA-NE-SD",43580,2020,366,321,44,1,0,0,0,141,54,37,0,0,257,83,26
"Sioux Falls, SD",43620,2020,366,324,42,0,0,0,0,90,52,35,0,6,253,90,17
"Somerset, KY",43700,2020,283,265,18,0,0,0,0,77,48,36,0,0,221,62,0
"Somerset, PA",43740,2020,365,357,8,0,0,0,0,71,44,34,0,0,365,0,0
"Sonora, CA",43760,2020,353,277,71,5,0,0,0,143,64,41,0,0,353,0,0
"South Bend-Mishawaka, IN-MI",43780,2020,366,264,95,6,1,0,0,162,66,43,0,1,224,141,0
"Spartanburg, SC",43900,2020,366,303,61,2,0,0,0,112,54,40,0,0,170,196,0
"Spokane-Spokane Valley, WA",44060,2020,366,255,102,1,3,1,4,536,64,41,0,0,115,231,20
"Springfield, IL",44100,2020,364,312,52,0,0,0,0,97,54,39,0,0,192,172,0
"Springfield, MA",44140,2020,366,313,53,0,0,0,0,99,55,40,0,5,213,148,0
"Springfield, MO",44180,2020,364,320,43,1,0,0,0,116,52,37,0,0,168,190,6
"Springfield, OH",44220,2020,343,274,68,1,0,0,0,108,58,40,0,0,201,142,0
"St. Cloud, MN",41060,2020,366,336,30,0,0,0,0,80,47,33,0,0,210,156,0
"St. George, UT",41100,2020,366,292,71,3,0,0,0,112,61,44,0,0,340,26,0
"St. Joseph, MO-KS",41140,2020,366,295,70,1,0,0,0,126,54,39,0,0,147,149,70
"St. Louis, MO-IL",41180,2020,366,161,194,10,1,0,0,155,82,53,0,5,118,209,34
"St. Marys, PA",41260,2020,358,356,2,0,0,0,0,67,44,34,0,0,358,0,0
"State College, PA",44300,2020,366,324,42,0,0,0,0,90,51,38,0,0,276,90,0
"Steamboat Springs, CO",44460,2020,358,353,5,0,0,0,0,68,29,14,0,0,0,0,358
"Stockton-Lodi, CA",44700,2020,366,197,138,16,15,0,0,195,96,48,0,0,177,169,20
"Summerville, GA",44900,2020,245,244,1,0,0,0,0,58,43,32,0,0,245,0,0
"Syracuse, NY",45060,2020,366,334,32,0,0,0,0,74,49,36,0,0,295,71,0
"Tallahassee, FL",45220,2020,366,277,86,1,2,0,0,161,60,41,0,0,124,242,0
"Tampa-St. Petersburg-Clearwater, FL",45300,2020,366,271,92,3,0,0,0,112,61,44,0,0,169,193,4
"Taos, NM",45340,2020,360,337,23,0,0,0,0,64,43,20,0,0,0,360,0
"Terre Haute, IN",45460,2020,366,294,71,1,0,0,0,112,57,40,0,0,209,157,0
"Texarkana, TX-AR",45500,2020,358,270,87,1,0,0,0,127,56,36,0,0,0,358,0
"The Dalles, OR",45520,2020,355,322,30,0,0,0,3,417,45,18,0,0,0,355,0
"Toledo, OH",45780,2020,354,291,55,8,0,0,0,136,62,38,0,0,201,153,0
"Topeka, KS",45820,2020,366,296,66,2,2,0,0,169,58,39,0,0,195,166,5
"Torrington, CT",45860,2020,362,327,35,0,0,0,0,84,50,38,2,0,301,59,0
"Traverse City, MI",45900,2020,262,244,16,1,1,0,0,164,47,36,0,0,262,0,0
"Trenton, NJ",45940,2020,366,311,52,3,0,0,0,112,54,38,0,0,262,104,0
"Truckee-Grass Valley, CA",46020,2020,366,268,66,15,13,4,0,252,90,41,0,0,237,129,0
"Tucson, AZ",46060,2020,366,154,199,12,0,1,0,277,77,53,0,0,202,45,119
"Tulsa, OK",46140,2020,366,269,95,2,0,0,0,129,63,43,0,0,213,150,3
"Tupelo, MS",46180,2020,243,242,1,0,0,0,0,54,45,35,0,0,243,0,0
"Tuscaloosa, AL",46220,2020,278,267,11,0,0,0,0,97,45,31,0,0,205,73,0
"Twin Falls, ID",46300,2020,366,332,27,3,4,0,0,160,48,18,0,0,0,366,0
"Tyler, TX",46340,2020,366,352,14,0,0,0,0,84,46,33,0,3,363,0,0
"Ukiah, CA",46380,2020,366,280,63,10,10,1,2,456,76,34,0,0,179,182,5
"Urban Honolulu, HI",46520,2020,366,365,1,0,0,0,0,58,36,26,0,1,308,54,3
"Utica-Rome, NY",46540,2020,349,334,15,0,0,0,0,78,36,16,0,0,0,349,0
"Valdosta, GA",46660,2020,202,177,24,1,0,0,0,141,54,30,0,0,0,202,0
"Vallejo-Fairfield, CA",46700,2020,366,257,93,9,6,1,0,204,76,41,0,0,191,174,1
"Vernal, UT",46860,2020,366,255,108,3,0,0,0,119,65,45,0,0,316,50,0
"Victoria, TX",47020,2020,329,308,21,0,0,0,0,100,47,31,0,0,329,0,0
"Vincennes, IN",47180,2020,351,328,22,1,0,0,0,105,48,33,0,0,351,0,0
"Vineland-Bridgeton, NJ",47220,2020,365,319,46,0,0,0,0,71,52,38,0,4,206,155,0
"Vineyard Haven, MA",47240,2020,357,347,9,1,0,0,0,126,45,36,0,0,349,8,0
"Virginia Beach-Norfolk-Newport News, VA-NC",47260,2020,366,347,19,0,0,0,0,71,46,34,0,46,196,123,1
"Visalia-Porterville, CA",47300,2020,366,79,152,103,30,2,0,209,145,79,0,0,186,166,14
"Wabash, IN",47340,2020,363,337,26,0,0,0,0,97,49,35,0,0,363,0,0
"Waco, TX",47380,2020,366,330,36,0,0,0,0,97,50,38,0,0,290,76,0
"Walla Walla, WA",47460,2020,366,327,30,0,2,1,6,819,51,26,0,0,24,163,179
"Warner Robins, GA",47580,2020,362,287,74,1,0,0,0,114,57,35,0,0,0,362,0
"Washington Court House, OH",47920,2020,341,318,23,0,0,0,0,80,49,35,0,0,341,0,0
"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,2020,366,285,78,2,1,0,0,166,58,43,0,29,211,126,0
"Waterloo-Cedar Falls, IA",47940,2020,366,301,65,0,0,0,0,91,55,37,0,0,170,196,0
"Watertown, SD",47980,2020,366,321,44,1,0,0,0,101,53,36,0,0,198,103,65
"Watertown-Fort Atkinson, WI",48020,2020,210,189,17,4,0,0,0,136,51,38,0,0,210,0,0
"Watertown-Fort Drum, NY",48060,2020,360,345,15,0,0,0,0,90,44,33,0,0,360,0,0
"Wausau, WI",48140,2020,199,193,6,0,0,0,0,74,45,31,0,0,199,0,0
"Weirton-Steubenville, WV-OH",48260,2020,366,287,78,1,0,0,0,133,59,38,0,0,192,162,12
"Wenatchee, WA",48300,2020,366,311,43,1,7,2,2,489,54,21,0,0,0,366,0
"Wheeling, WV-OH",48540,2020,366,327,38,1,0,0,0,101,51,34,0,95,213,56,2
"Whitewater-Elkhorn, WI",48580,2020,198,180,14,4,0,0,0,136,50,39,0,0,198,0,0
"Wichita, KS",48620,2020,366,274,86,6,0,0,0,117,61,41,0,2,205,136,23
"Williamsport, PA",48700,2020,366,329,36,1,0,0,0,109,51,37,0,0,257,109,0
"Wilmington, NC",48900,2020,357,344,13,0,0,0,0,74,45,31,0,0,222,135,0
"Wilmington, OH",48940,2020,229,205,24,0,0,0,0,97,54,39,0,0,229,0,0
"Winchester, VA-WV",49020,2020,304,286,18,0,0,0,0,78,45,35,0,0,183,121,0
"Winona, MN",49100,2020,119,117,2,0,0,0,0,52,30,17,0,0,0,119,0
"Winston-Salem, NC",49180,2020,366,272,94,0,0,0,0,97,57,41,0,5,151,210,0
"Worcester, MA-CT",49340,2020,366,316,50,0,0,0,0,90,52,39,0,12,231,123,0
"Yakima, WA",49420,2020,366,248,103,6,2,3,4,465,76,35,0,0,0,365,1
"York-Hanover, PA",49620,2020,366,301,65,0,0,0,0,97,57,40,0,15,195,156,0
"Youngstown-Warren-Boardman, OH-PA",49660,2020,366,305,57,3,1,0,0,153,58,40,0,0,225,141,0
"Yuba City, CA",49700,2020,366,208,127,15,14,1,1,303,89,48,0,0,183,179,4
"Yuma, AZ",49740,2020,366,257,106,2,0,0,1,321,69,44,0,0,235,70,61
"Aberdeen, SD",10100,2021,356,313,40,0,3,0,0,191,55,22,0,0,0,166,190
"Aberdeen, WA",10140,2021,365,359,6,0,0,0,0,80,32,20,0,0,0,365,0
"Adjuntas, PR",10260,2021,7,7,0,0,0,0,0,17,17,10,0,0,0,7,0
"Adrian, MI",10300,2021,322,246,76,0,0,0,0,93,61,40,0,0,171,151,0
"Akron, OH",10420,2021,356,264,89,3,0,0,0,108,67,40,0,0,185,171,0
"Albany, GA",10500,2021,352,263,85,4,0,0,0,133,65,39,0,0,0,352,0
"Albany, OR",10540,2021,365,313,51,1,0,0,0,136,56,25,0,0,0,365,0
"Albany-Schenectady-Troy, NY",10580,2021,365,304,59,2,0,0,0,118,55,37,0,0,237,128,0
